EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
200035202;200035202;0;Communauté de communes Charlieu-Belmont;COMMUNAUTE DE COMMUNES CHARLIEU BELMONT;CC Charlieu-Belmont;CC CHARLIEU-BELMONT;CC;Communauté de communes;0;3;Rural;84;42;42-Loi;ARA/42-Loi
200035319;200035319;0;Communauté d'agglomération Estérel Côte d'Azur Agglomération;COMMUNAUTE D AGGLOMERATION ESTEREL COTE D AZUR AGGLOMERATION;CA Estérel Côte d'Azur Agglomération;CA ESTEREL COTE D'AZUR AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;93;83;83-Var;PACA/83-Var
200035327;200035327;0;Communauté de communes Cazals-Salviac;COMMUNAUTE DE COMMUNES CAZALS SALVIAC;CC Cazals-Salviac;CC CAZALS-SALVIAC;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
200035442;200035442;0;Communauté de communes du Sud-Artois;COMMUNAUTE DE COMMUNES DU SUD ARTOIS;CC du Sud-Artois;CC DU SUD-ARTOIS;CC;Communauté de communes;0;3;Rural;32;62;62-PdC;HDF/62-PdC
200035533;200035533;0;Communauté de communes du Grand Saint-Émilionnais;COMMUNAUTE DE COMMUNES DU GRAND SAINT EMILIONNAIS;CC du Grand Saint-Émilionnais;CC DU GRAND SAINT-EMILIONNAIS;CC;Communauté de communes;0;3;Rural;75;33;33-Gir;NAQ/33-Gir
200035541;200035541;0;Communauté de communes des Landes d'Armagnac;COMMUNAUTE DE COMMUNES DES LANDES D ARMAGNAC;CC des Landes d'Armagnac;CC DES LANDES D'ARMAGNAC;CC;Communauté de communes;0;3;Rural;75;40;40-Lan;NAQ/40-Lan
200035632;200035632;0;Communauté de communes Armagnac Adour;COMMUNAUTE DE COMMUNES ARMAGNAC ADOUR;CC Armagnac Adour;CC ARMAGNAC ADOUR;CC;Communauté de communes;0;3;Rural;76;32;32-Ger;OCC/32-Ger
200035707;200035707;0;Communauté de communes Piège Lauragais Malepère;COMMUNAUTE DE COMMUNES PIEGE LAURAGAIS MALEPERE;CC Piège Lauragais Malepère;CC PIEGE LAURAGAIS MALEPERE;CC;Communauté de communes;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200035715;200035715;0;Communauté d'agglomération Carcassonne Agglo;COMMUNAUTE D AGGLOMERATION CARCASSONNE AGGLO;CA Carcassonne Agglo;CA CARCASSONNE AGGLO;CA;Communauté d'agglomération;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200035723;200035723;0;Communauté de communes Ventoux Sud;COMMUNAUTE DE COMMUNES VENTOUX SUD;CC Ventoux Sud;CC VENTOUX SUD;CC;Communauté de communes;0;3;Rural;93;84;84-Vau;PACA/84-Vau
200035731;200035731;0;Communauté d'agglomération Roannais Agglomération;COMMUNAUTE D AGGLOMERATION ROANNAIS AGGLOMERATION;CA Roannais Agglomération;CA ROANNAIS AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;42;42-Loi;ARA/42-Loi
200035756;200035756;0;Communauté de communes Astarac Arros en Gascogne;COMMUNAUTE DE COMMUNES ASTARAC ARROS EN GASCOGNE;CC Astarac Arros en Gascogne;CC ASTARAC ARROS EN GASCOGNE;CC;Communauté de communes;0;3;Rural;76;32;32-Ger;OCC/32-Ger
200035764;200035764;0;Communauté de communes de la Beauce Loirétaine;COMMUNAUTE DE COMMUNES DE LA BEAUCE LOIRETAINE;CC de la Beauce Loirétaine;CC DE LA BEAUCE LOIRETAINE;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
200035772;200035772;0;Communauté de communes du Pays du Saintois;COMMUNAUTE DE COMMUNES DU PAYS DU SAINTOIS;CC du Pays du Saintois;CC DU PAYS DU SAINTOIS;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
200035814;200035814;0;Communauté d'agglomération Flers Agglo;COMMUNAUTE D AGGLOMERATION FLERS AGGLO;CA Flers Agglo;CA FLERS AGGLO;CA;Communauté d'agglomération;0;3;Rural;28;61;61-Orn;NOR/61-Orn
200035848;200035848;0;Communauté de communes du Châtillonnais en Berry;COMMUNAUTE DE COMMUNES DU CHATILLONNAIS EN BERRY;CC du Châtillonnais en Berry;CC DU CHATILLONNAIS EN BERRY;CC;Communauté de communes;0;3;Rural;24;36;36-Ind;CVL/36-Ind
200035855;200035855;0;Communauté de communes Castelnaudary Lauragais Audois;COMMUNAUTE DE COMMUNES CASTELNAUDARY LAURAGAIS AUDOIS;CC Castelnaudary Lauragais Audois;CC CASTELNAUDARY LAURAGAIS AUDOIS;CC;Communauté de communes;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200035863;200035863;0;Communauté de communes Région Lézignanaise, Corbières et Minervois;COMMUNAUTE DE COMMUNES REGION LEZIGNANAISE, CORBIERES ET MINERVOIS;CC Région Lézignanaise, Corbières et Minervois;CC REGION LEZIGNANAISE, CORBIERES ET MINERVOIS;CC;Communauté de communes;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200035970;200035970;0;Communauté de communes Vexin Centre;COMMUNAUTE DE COMMUNES VEXIN CENTRE;CC Vexin Centre;CC VEXIN CENTRE;CC;Communauté de communes;0;3;Rural;11;95;95-VdO;IDF/95-VdO
200036069;200036069;0;Communauté de communes du Pays de Mortagne au Perche;COMMUNAUTE DE COMMUNES DU PAYS DE MORTAGNE AU PERCHE;CC du Pays de Mortagne au Perche;CC DU PAYS DE MORTAGNE AU PERCHE;CC;Communauté de communes;0;3;Rural;28;61;61-Orn;NOR/61-Orn
200036077;200036077;0;Communauté de communes du Golfe de Saint-Tropez;COMMUNAUTE DE COMMUNES DU GOLFE DE SAINT TROPEZ;CC du Golfe de Saint-Tropez;CC DU GOLFE DE SAINT-TROPEZ;CC;Communauté de communes;0;2;Urbain intermédiaire;93;83;83-Var;PACA/83-Var
200036135;200036135;0;Communauté de communes Cœur de France;COMMUNAUTE DE COMMUNES CŒUR DE FRANCE;CC Cœur de France;CC CŒUR DE FRANCE;CC;Communauté de communes;0;2;Urbain intermédiaire;24;18;18-Che;CVL/18-Che
200036150;200036150;0;Communauté de communes des Hauts du Val de Saône;COMMUNAUTE DE COMMUNES DES HAUTS DU VAL DE SAONE;CC des Hauts du Val de Saône;CC DES HAUTS DU VAL DE SAONE;CC;Communauté de communes;0;3;Rural;27;70;70-HSa;BFC/70-HSa
200036465;200036465;0;Communauté de communes de Thann-Cernay;COMMUNAUTE DE COMMUNES DE THANN CERNAY;CC de Thann-Cernay;CC DE THANN-CERNAY;CC;Communauté de communes;0;2;Urbain intermédiaire;44;68;68-HRh;GES/68-HRh
200036473;200036473;0;Communauté d'agglomération de Saintes - Grandes Rives - L'Agglo;COMMUNAUTE D AGGLOMERATION DE SAINTES GRANDES RIVES L AGGLO;CA de Saintes - Grandes Rives - L'Agglo;CA DE SAINTES - GRANDES RIVES - L'AGGLO;CA;Communauté d'agglomération;0;3;Rural;75;17;17-ChM;NAQ/17-ChM
200036499;200036499;0;Communauté de communes de Marana-Golo;COMMUNAUTE DE COMMUNES DE MARANA GOLO;CC de Marana-Golo;CC DE MARANA-GOLO;CC;Communauté de communes;0;2;Urbain intermédiaire;94;2B;2B-HCo;COR/2B-HCo
200036523;200036523;0;Communauté de communes des Bastides en Haut Agenais Périgord;COMMUNAUTE DE COMMUNES DES BASTIDES EN HAUT AGENAIS PERIGORD;CC des Bastides en Haut Agenais Périgord;CC DES BASTIDES EN HAUT AGENAIS PERIGORD;CC;Communauté de communes;0;3;Rural;75;47;47-LeG;NAQ/47-LeG
200036549;200036549;0;Communauté de communes Val de Gray;COMMUNAUTE DE COMMUNES VAL DE GRAY;CC Val de Gray;CC VAL DE GRAY;CC;Communauté de communes;0;3;Rural;27;70;70-HSa;BFC/70-HSa
200037059;200037059;0;Communauté de communes de la Haute Somme (Combles - Péronne - Roisel);COMMUNAUTE DE COMMUNES DE LA HAUTE SOMME (COMBLES PERONNE ROISEL);CC de la Haute Somme (Combles - Péronne - Roisel);CC DE LA HAUTE SOMME (COMBLES - PERONNE - ROISEL);CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200037133;200037133;0;Communauté de communes du Provinois;COMMUNAUTE DE COMMUNES DU PROVINOIS;CC du Provinois;CC DU PROVINOIS;CC;Communauté de communes;0;2;Urbain intermédiaire;11;77;77-SeM;IDF/77-SeM
200038958;200038958;0;Communauté de communes de la Pieve de l'Ornano et du Taravo;COMMUNAUTE DE COMMUNES DE LA PIEVE DE L ORNANO ET DU TARAVO;CC de la Pieve de l'Ornano et du Taravo;CC DE LA PIEVE DE L'ORNANO ET DU TARAVO;CC;Communauté de communes;0;3;Rural;94;2A;2A-CdS;COR/2A-CdS
200038990;200038990;0;Communauté de communes de Saint-Méen Montauban;COMMUNAUTE DE COMMUNES DE SAINT MEEN MONTAUBAN;CC de Saint-Méen Montauban;CC DE SAINT-MEEN MONTAUBAN;CC;Communauté de communes;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200039022;200039022;0;Communauté d'agglomération Vitré Communauté;COMMUNAUTE D AGGLOMERATION VITRE COMMUNAUTE;CA Vitré Communauté;CA VITRE COMMUNAUTE;CA;Communauté d'agglomération;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200039055;200039055;0;Communauté de communes Ouche et Montagne;COMMUNAUTE DE COMMUNES OUCHE ET MONTAGNE;CC Ouche et Montagne;CC OUCHE ET MONTAGNE;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200039063;200039063;0;Communauté de communes Forêts, Seine et Suzon;COMMUNAUTE DE COMMUNES FORETS, SEINE ET SUZON;CC Forêts, Seine et Suzon;CC FORETS, SEINE ET SUZON;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200039204;200039204;0;Communauté de communes de Lacq-Orthez;COMMUNAUTE DE COMMUNES DE LACQ ORTHEZ;CC de Lacq-Orthez;CC DE LACQ-ORTHEZ;CC;Communauté de communes;0;3;Rural;75;64;64-PyA;NAQ/64-PyA
200039519;200039519;0;Communauté de communes du Quercy Blanc;COMMUNAUTE DE COMMUNES DU QUERCY BLANC;CC du Quercy Blanc;CC DU QUERCY BLANC;CC;Communauté de communes;0;3;Rural;76;46;46-Lot;OCC/46-Lot
200039642;200039642;0;Communauté de communes Le Tonnerrois en Bourgogne;COMMUNAUTE DE COMMUNES LE TONNERROIS EN BOURGOGNE;CC Le Tonnerrois en Bourgogne;CC LE TONNERROIS EN BOURGOGNE;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200039709;200039709;0;Communauté de communes du Serein;COMMUNAUTE DE COMMUNES DU SEREIN;CC du Serein;CC DU SEREIN;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200039758;200039758;0;Communauté de communes Avallon, Vézelay, Morvan;COMMUNAUTE DE COMMUNES AVALLON, VEZELAY, MORVAN;CC Avallon, Vézelay, Morvan;CC AVALLON, VEZELAY, MORVAN;CC;Communauté de communes;0;3;Rural;27;89;89-Yon;BFC/89-Yon
200039808;200039808;0;Communauté de communes des Gorges de l'Ardèche;COMMUNAUTE DE COMMUNES DES GORGES DE L ARDECHE;CC des Gorges de l'Ardèche;CC DES GORGES DE L'ARDECHE;CC;Communauté de communes;0;3;Rural;84;07;07-Ard;ARA/07-Ard
200039824;200039824;0;Communauté de communes Ardèche des Sources et Volcans;COMMUNAUTE DE COMMUNES ARDECHE DES SOURCES ET VOLCANS;CC Ardèche des Sources et Volcans;CC ARDECHE DES SOURCES ET VOLCANS;CC;Communauté de communes;0;3;Rural;84;07;07-Ard;ARA/07-Ard
200039832;200039832;0;Communauté de communes Pays des Vans en Cévennes;COMMUNAUTE DE COMMUNES PAYS DES VANS EN CEVENNES;CC Pays des Vans en Cévennes;CC PAYS DES VANS EN CEVENNES;CC;Communauté de communes;0;3;Rural;84;07;07-Ard;ARA/07-Ard
200039857;200039857;0;Communauté d'agglomération du Pays de Grasse;COMMUNAUTE D AGGLOMERATION DU PAYS DE GRASSE;CA du Pays de Grasse;CA DU PAYS DE GRASSE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;93;06;06-AMa;PACA/06-AMa
200039865;200039865;0;Metz Métropole;METZ METROPOLE;Metz Métropole;METZ METROPOLE;MET;Métropole;1;1;Urbain dense;44;57;57-Mos;GES/57-Mos
200039907;200039907;0;Communauté de communes du Sud Messin;COMMUNAUTE DE COMMUNES DU SUD MESSIN;CC du Sud Messin;CC DU SUD MESSIN;CC;Communauté de communes;0;3;Rural;44;57;57-Mos;GES/57-Mos
200039915;200039915;0;Communauté d'agglomération Cannes Pays de Lérins;COMMUNAUTE D AGGLOMERATION CANNES PAYS DE LERINS;CA Cannes Pays de Lérins;CA CANNES PAYS DE LERINS;CA;Communauté d'agglomération;0;1;Urbain dense;93;06;06-AMa;PACA/06-AMa
200039931;200039931;0;Communauté de communes Alpes d'Azur;COMMUNAUTE DE COMMUNES ALPES D AZUR;CC Alpes d'Azur;CC ALPES D'AZUR;CC;Communauté de communes;0;3;Rural;93;06;06-AMa;PACA/06-AMa
200039949;200039949;0;Communauté de communes Rives de Moselle;COMMUNAUTE DE COMMUNES RIVES DE MOSELLE;CC Rives de Moselle;CC RIVES DE MOSELLE;CC;Communauté de communes;0;2;Urbain intermédiaire;44;57;57-Mos;GES/57-Mos
200040038;200040038;0;Communauté de communes Saône Doubs Bresse;COMMUNAUTE DE COMMUNES SAONE DOUBS BRESSE;CC Saône Doubs Bresse;CC SAONE DOUBS BRESSE;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200040095;200040095;0;Communauté de communes Isle Vern Salembre en Périgord;COMMUNAUTE DE COMMUNES ISLE VERN SALEMBRE EN PERIGORD;CC Isle Vern Salembre en Périgord;CC ISLE VERN SALEMBRE EN PERIGORD;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200040111;200040111;0;Communauté de communes Cœur de Chartreuse;COMMUNAUTE DE COMMUNES CŒUR DE CHARTREUSE;CC Cœur de Chartreuse;CC CŒUR DE CHARTREUSE;CC;Communauté de communes;0;3;Rural;84;73;73-Sav;ARA/73-Sav
200040137;200040137;0;Communauté de communes des Lacs de Champagne;COMMUNAUTE DE COMMUNES DES LACS DE CHAMPAGNE;CC des Lacs de Champagne;CC DES LACS DE CHAMPAGNE;CC;Communauté de communes;0;3;Rural;44;10;10-Aub;GES/10-Aub
200040178;200040178;0;Communauté de communes de l'Outre-Forêt;COMMUNAUTE DE COMMUNES DE L OUTRE FORET;CC de l'Outre-Forêt;CC DE L'OUTRE-FORET;CC;Communauté de communes;0;3;Rural;44;67;67-BRh;GES/67-BRh
200040202;200040202;0;Communauté de communes Provence Verdon;COMMUNAUTE DE COMMUNES PROVENCE VERDON;CC Provence Verdon;CC PROVENCE VERDON;CC;Communauté de communes;0;3;Rural;93;83;83-Var;PACA/83-Var
200040210;200040210;0;Communauté de communes Lacs et Gorges du Verdon;COMMUNAUTE DE COMMUNES LACS ET GORGES DU VERDON;CC Lacs et Gorges du Verdon;CC LACS ET GORGES DU VERDON;CC;Communauté de communes;0;3;Rural;93;83;83-Var;PACA/83-Var
200040244;200040244;0;Communauté d'agglomération du Bocage Bressuirais;COMMUNAUTE D AGGLOMERATION DU BOCAGE BRESSUIRAIS;CA du Bocage Bressuirais;CA DU BOCAGE BRESSUIRAIS;CA;Communauté d'agglomération;0;3;Rural;75;79;79-DSè;NAQ/79-DSè
200040251;200040251;0;Communauté de communes Bassée-Montois;COMMUNAUTE DE COMMUNES BASSEE MONTOIS;CC Bassée-Montois;CC BASSEE-MONTOIS;CC;Communauté de communes;0;3;Rural;11;77;77-SeM;IDF/77-SeM
200040277;200040277;0;Communauté d'agglomération Agglo du Pays de Dreux;COMMUNAUTE D AGGLOMERATION AGGLO DU PAYS DE DREUX;CA Agglo du Pays de Dreux;CA AGGLO DU PAYS DE DREUX;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;24;28;28-EeL;CVL/28-EeL
200040293;200040293;0;Communauté de communes du Clunisois;COMMUNAUTE DE COMMUNES DU CLUNISOIS;CC du Clunisois;CC DU CLUNISOIS;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200040350;200040350;0;Communauté de communes Bugey Sud;COMMUNAUTE DE COMMUNES BUGEY SUD;CC Bugey Sud;CC BUGEY SUD;CC;Communauté de communes;0;3;Rural;84;01;01-Ain;ARA/01-Ain
200040384;200040384;0;Communauté de communes Isle Double Landais;COMMUNAUTE DE COMMUNES ISLE DOUBLE LANDAIS;CC Isle Double Landais;CC ISLE DOUBLE LANDAIS;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200040392;200040392;0;Communauté d'agglomération Le Grand Périgueux;COMMUNAUTE D AGGLOMERATION LE GRAND PERIGUEUX;CA Le Grand Périgueux;CA LE GRAND PERIGUEUX;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;75;24;24-Dor;NAQ/24-Dor
200040400;200040400;0;Communauté de communes du Périgord Ribéracois;COMMUNAUTE DE COMMUNES DU PERIGORD RIBERACOIS;CC du Périgord Ribéracois;CC DU PERIGORD RIBERACOIS;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200040418;200040418;0;Communauté de communes du Pays de Serres en Quercy;COMMUNAUTE DE COMMUNES DU PAYS DE SERRES EN QUERCY;CC du Pays de Serres en Quercy;CC DU PAYS DE SERRES EN QUERCY;CC;Communauté de communes;0;3;Rural;76;82;82-TeG;OCC/82-TeG
200040426;200040426;0;Communauté de communes du Val de l'Oise;COMMUNAUTE DE COMMUNES DU VAL DE L OISE;CC du Val de l'Oise;CC DU VAL DE L'OISE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
200040442;200040442;0;Communauté d'agglomération Luberon Monts de Vaucluse;COMMUNAUTE D AGGLOMERATION LUBERON MONTS DE VAUCLUSE;CA Luberon Monts de Vaucluse;CA LUBERON MONTS DE VAUCLUSE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;93;84;84-Vau;PACA/84-Vau
200040459;200040459;0;Communauté d'agglomération Montélimar Agglomération;COMMUNAUTE D AGGLOMERATION MONTELIMAR AGGLOMERATION;CA Montélimar Agglomération;CA MONTELIMAR AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;26;26-Drô;ARA/26-Drô
200040475;200040475;0;Communauté de communes LBN Communauté;LBN COMMUNAUTE;LBN Communauté;LBN COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;72;72-Sar;PDL/72-Sar
200040491;200040491;0;Communauté de communes Porte de DrômArdèche;COMMUNAUTE DE COMMUNES PORTE DE DROMARDECHE;CC Porte de DrômArdèche;CC PORTE DE DROMARDECHE;CC;Communauté de communes;0;3;Rural;84;26;26-Drô;ARA/26-Drô
200040509;200040509;0;Communauté de communes du Crestois et de Pays de Saillans Cœur de Drôme;COMMUNAUTE DE COMMUNES DU CRESTOIS ET DE PAYS DE SAILLANS CŒUR DE DROME;CC du Crestois et de Pays de Saillans Cœur de Drôme;CC DU CRESTOIS ET DE PAYS DE SAILLANS CŒUR DE DROME;CC;Communauté de communes;0;2;Urbain intermédiaire;84;26;26-Drô;ARA/26-Drô
200040558;200040558;0;Communauté de communes Écueillé-Valençay;COMMUNAUTE DE COMMUNES ECUEILLE VALENCAY;CC Écueillé-Valençay;CC ECUEILLE-VALENCAY;CC;Communauté de communes;0;3;Rural;24;36;36-Ind;CVL/36-Ind
200040566;200040566;0;Communauté d'agglomération de l'Ouest Rhodanien;COMMUNAUTE D AGGLOMERATION DE L OUEST RHODANIEN;CA de l'Ouest Rhodanien;CA DE L'OUEST RHODANIEN;CA;Communauté d'agglomération;0;3;Rural;84;69;69-Rhô;ARA/69-Rhô
200040574;200040574;0;Communauté de communes Beaujolais Pierres Dorées;COMMUNAUTE DE COMMUNES BEAUJOLAIS PIERRES DOREES;CC Beaujolais Pierres Dorées;CC BEAUJOLAIS PIERRES DOREES;CC;Communauté de communes;0;2;Urbain intermédiaire;84;69;69-Rhô;ARA/69-Rhô
200040590;200040590;0;Communauté d'agglomération Villefranche Beaujolais Saône;COMMUNAUTE D AGGLOMERATION VILLEFRANCHE BEAUJOLAIS SAONE;CA Villefranche Beaujolais Saône;CA VILLEFRANCHE BEAUJOLAIS SAONE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;69;69-Rhô;ARA/69-Rhô
200040624;200040624;0;Communauté de communes Pays d'Apt-Luberon;COMMUNAUTE DE COMMUNES PAYS D APT LUBERON;CC Pays d'Apt-Luberon;CC PAYS D'APT-LUBERON;CC;Communauté de communes;0;3;Rural;93;84;84-Vau;PACA/84-Vau
200040657;200040657;0;Communauté de communes de la Matheysine;COMMUNAUTE DE COMMUNES DE LA MATHEYSINE;CC de la Matheysine;CC DE LA MATHEYSINE;CC;Communauté de communes;0;3;Rural;84;38;38-Isè;ARA/38-Isè
200040681;200040681;0;Communauté de communes Enclave des Papes-Pays de Grignan;COMMUNAUTE DE COMMUNES ENCLAVE DES PAPES PAYS DE GRIGNAN;CC Enclave des Papes-Pays de Grignan;CC ENCLAVE DES PAPES-PAYS DE GRIGNAN;CC;Communauté de communes;0;3;Rural;84;26;26-Drô;ARA/26-Drô
200040715;200040715;0;Grenoble-Alpes-Métropole;GRENOBLE ALPES METROPOLE;Grenoble-Alpes-Métropole;GRENOBLE-ALPES-METROPOLE;MET;Métropole;1;1;Urbain dense;84;38;38-Isè;ARA/38-Isè
200040764;200040764;0;Communauté de communes du Sud Corse;COMMUNAUTE DE COMMUNES DU SUD CORSE;CC du Sud Corse;CC DU SUD CORSE;CC;Communauté de communes;0;3;Rural;94;2A;2A-CdS;COR/2A-CdS
200040772;200040772;0;Communauté de communes du Perche et Haut Vendômois;COMMUNAUTE DE COMMUNES DU PERCHE ET HAUT VENDOMOIS;CC du Perche et Haut Vendômois;CC DU PERCHE ET HAUT VENDOMOIS;CC;Communauté de communes;0;3;Rural;24;41;41-LeC;CVL/41-LeC
200040798;200040798;0;Communauté de communes Val Vanoise;COMMUNAUTE DE COMMUNES VAL VANOISE;CC Val Vanoise;CC VAL VANOISE;CC;Communauté de communes;0;3;Rural;84;73;73-Sav;ARA/73-Sav
200040814;200040814;0;Communauté de communes Briance Sud Haute Vienne;COMMUNAUTE DE COMMUNES BRIANCE SUD HAUTE VIENNE;CC Briance Sud Haute Vienne;CC BRIANCE SUD HAUTE VIENNE;CC;Communauté de communes;0;3;Rural;75;87;87-HVi;NAQ/87-HVi
200040830;200040830;0;Communauté de communes du Pays de Fénelon;COMMUNAUTE DE COMMUNES DU PAYS DE FENELON;CC du Pays de Fénelon;CC DU PAYS DE FENELON;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200040889;200040889;0;Communauté de communes de Portes Sud Périgord;COMMUNAUTE DE COMMUNES DE PORTES SUD PERIGORD;CC de Portes Sud Périgord;CC DE PORTES SUD PERIGORD;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200040905;200040905;0;Communauté de communes Carmausin-Ségala;COMMUNAUTE DE COMMUNES CARMAUSIN SEGALA;CC Carmausin-Ségala;CC CARMAUSIN-SEGALA;CC;Communauté de communes;0;3;Rural;76;81;81-Tar;OCC/81-Tar
200040947;200040947;0;Communauté d'agglomération Cœur de Flandre;COMMUNAUTE D AGGLOMERATION CŒUR DE FLANDRE;CA Cœur de Flandre;CA CŒUR DE FLANDRE;CA;Communauté d'agglomération;0;3;Rural;32;59;59-Nor;HDF/59-Nor
200040954;200040954;0;Communauté de communes des Hauts de Flandre;COMMUNAUTE DE COMMUNES DES HAUTS DE FLANDRE;CC des Hauts de Flandre;CC DES HAUTS DE FLANDRE;CC;Communauté de communes;0;3;Rural;32;59;59-Nor;HDF/59-Nor
200041010;200041010;0;Communauté de communes Cœur de Savoie;COMMUNAUTE DE COMMUNES CŒUR DE SAVOIE;CC Cœur de Savoie;CC CŒUR DE SAVOIE;CC;Communauté de communes;0;3;Rural;84;73;73-Sav;ARA/73-Sav
200041051;200041051;0;Communauté de communes Vallée de la Dordogne et Forêt Bessède;COMMUNAUTE DE COMMUNES VALLEE DE LA DORDOGNE ET FORET BESSEDE;CC Vallée de la Dordogne et Forêt Bessède;CC VALLEE DE LA DORDOGNE ET FORET BESSEDE;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200041150;200041150;0;Communauté de communes Terrassonnais Haut Périgord Noir;COMMUNAUTE DE COMMUNES TERRASSONNAIS HAUT PERIGORD NOIR;CC Terrassonnais Haut Périgord Noir;CC TERRASSONNAIS HAUT PERIGORD NOIR;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200041168;200041168;0;Communauté de communes de la Vallée de l'Homme;COMMUNAUTE DE COMMUNES DE LA VALLEE DE L HOMME;CC de la Vallée de l'Homme;CC DE LA VALLEE DE L'HOMME;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200041283;200041283;0;Communauté de communes de la Plaine du Rhin;COMMUNAUTE DE COMMUNES DE LA PLAINE DU RHIN;CC de la Plaine du Rhin;CC DE LA PLAINE DU RHIN;CC;Communauté de communes;0;3;Rural;44;67;67-BRh;GES/67-BRh
200041317;200041317;0;Communauté d'agglomération du Niortais;COMMUNAUTE D AGGLOMERATION DU NIORTAIS;CA du Niortais;CA DU NIORTAIS;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;75;79;79-DSè;NAQ/79-DSè
200041325;200041325;0;Communauté de communes du Pays Rhénan;COMMUNAUTE DE COMMUNES DU PAYS RHENAN;CC du Pays Rhénan;CC DU PAYS RHENAN;CC;Communauté de communes;0;2;Urbain intermédiaire;44;67;67-BRh;GES/67-BRh
200041333;200041333;0;Communauté de communes de Parthenay-Gâtine;COMMUNAUTE DE COMMUNES DE PARTHENAY GATINE;CC de Parthenay-Gâtine;CC DE PARTHENAY-GATINE;CC;Communauté de communes;0;3;Rural;75;79;79-DSè;NAQ/79-DSè
