EPCI;EPCI_EPT;EPCI_EPTinc;EPCIlibFull;EPCIlibFullNCC;EPCIlibShort;EPCIlibShortNCC;TYPE_EPCI;TYPE_EPCIlib;METRoff;DENSEPCI;DENSEPCIlib;REG_dom;DEP_dom;DEPshort_dom;regdep
200070514;200070514;0;Communauté d'agglomération du Grand Cognac;COMMUNAUTE D AGGLOMERATION DU GRAND COGNAC;CA du Grand Cognac;CA DU GRAND COGNAC;CA;Communauté d'agglomération;0;3;Rural;75;16;16-Cha;NAQ/16-Cha
200070530;200070530;0;Communauté de communes du Grand Autunois Morvan;COMMUNAUTE DE COMMUNES DU GRAND AUTUNOIS MORVAN;CC du Grand Autunois Morvan;CC DU GRAND AUTUNOIS MORVAN;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200070548;200070548;0;Communauté de communes Brionnais Sud Bourgogne;COMMUNAUTE DE COMMUNES BRIONNAIS SUD BOURGOGNE;CC Brionnais Sud Bourgogne;CC BRIONNAIS SUD BOURGOGNE;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200070555;200070555;0;Communauté de communes de la Veyle;COMMUNAUTE DE COMMUNES DE LA VEYLE;CC de la Veyle;CC DE LA VEYLE;CC;Communauté de communes;0;3;Rural;84;01;01-Ain;ARA/01-Ain
200070563;200070563;0;Communauté de communes Terres Touloises;COMMUNAUTE DE COMMUNES TERRES TOULOISES;CC Terres Touloises;CC TERRES TOULOISES;CC;Communauté de communes;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
200070571;200070571;0;Communauté de communes Cœur de Berry;COMMUNAUTE DE COMMUNES CŒUR DE BERRY;CC Cœur de Berry;CC CŒUR DE BERRY;CC;Communauté de communes;0;3;Rural;24;18;18-Che;CVL/18-Che
200070589;200070589;0;Communauté de communes de Seille et Grand Couronné;COMMUNAUTE DE COMMUNES DE SEILLE ET GRAND COURONNE;CC de Seille et Grand Couronné;CC DE SEILLE ET GRAND COURONNE;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
200070647;200070647;0;Communauté d'agglomération Bergeracoise;COMMUNAUTE D AGGLOMERATION BERGERACOISE;CA Bergeracoise;CA BERGERACOISE;CA;Communauté d'agglomération;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200070662;200070662;0;Communauté de communes Bretagne porte de Loire Communauté;COMMUNAUTE DE COMMUNES BRETAGNE PORTE DE LOIRE COMMUNAUTE;CC Bretagne porte de Loire Communauté;CC BRETAGNE PORTE DE LOIRE COMMUNAUTE;CC;Communauté de communes;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200070670;200070670;0;Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel;COMMUNAUTE DE COMMUNES DU PAYS DE DOL ET DE LA BAIE DU MONT SAINT MICHEL;CC du Pays de Dol et de la Baie du Mont Saint-Michel;CC DU PAYS DE DOL ET DE LA BAIE DU MONT SAINT-MICHEL;CC;Communauté de communes;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200070688;200070688;0;Communauté de communes Couesnon Marches de Bretagne;COMMUNAUTE DE COMMUNES COUESNON MARCHES DE BRETAGNE;CC Couesnon Marches de Bretagne;CC COUESNON MARCHES DE BRETAGNE;CC;Communauté de communes;0;3;Rural;53;35;35-IeV;BRE/35-IeV
200070712;200070712;0;Communauté de communes Thiers Dore et Montagne;COMMUNAUTE DE COMMUNES THIERS DORE ET MONTAGNE;CC Thiers Dore et Montagne;CC THIERS DORE ET MONTAGNE;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200070720;200070720;0;Communauté de communes Médoc Atlantique;COMMUNAUTE DE COMMUNES MEDOC ATLANTIQUE;CC Médoc Atlantique;CC MEDOC ATLANTIQUE;CC;Communauté de communes;0;3;Rural;75;33;33-Gir;NAQ/33-Gir
200070738;200070738;0;Communauté de communes Mad et Moselle;COMMUNAUTE DE COMMUNES MAD ET MOSELLE;CC Mad et Moselle;CC MAD ET MOSELLE;CC;Communauté de communes;0;3;Rural;44;54;54-MeM;GES/54-MeM
200070746;200070746;0;Communauté d'agglomération Sarreguemines Confluences;COMMUNAUTE D AGGLOMERATION SARREGUEMINES CONFLUENCES;CA Sarreguemines Confluences;CA SARREGUEMINES CONFLUENCES;CA;Communauté d'agglomération;0;3;Rural;44;57;57-Mos;GES/57-Mos
200070753;200070753;0;Communauté d'agglomération Riom Limagne et Volcans;COMMUNAUTE D AGGLOMERATION RIOM LIMAGNE ET VOLCANS;CA Riom Limagne et Volcans;CA RIOM LIMAGNE ET VOLCANS;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;63;63-PdD;ARA/63-PdD
200070761;200070761;0;Communauté de communes Ambert Livradois Forez;COMMUNAUTE DE COMMUNES AMBERT LIVRADOIS FOREZ;CC Ambert Livradois Forez;CC AMBERT LIVRADOIS FOREZ;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200070779;200070779;0;Communauté de communes Brie des Rivières et Châteaux;COMMUNAUTE DE COMMUNES BRIE DES RIVIERES ET CHATEAUX;CC Brie des Rivières et Châteaux;CC BRIE DES RIVIERES ET CHATEAUX;CC;Communauté de communes;0;3;Rural;11;77;77-SeM;IDF/77-SeM
200070787;200070787;0;Communauté de communes du Plateau de Lannemezan;COMMUNAUTE DE COMMUNES DU PLATEAU DE LANNEMEZAN;CC du Plateau de Lannemezan;CC DU PLATEAU DE LANNEMEZAN;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200070795;200070795;0;Communauté de communes du Pays de Trie et du Magnoac;COMMUNAUTE DE COMMUNES DU PAYS DE TRIE ET DU MAGNOAC;CC du Pays de Trie et du Magnoac;CC DU PAYS DE TRIE ET DU MAGNOAC;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200070803;200070803;0;Communauté de communes des Coteaux du Val d'Arros;COMMUNAUTE DE COMMUNES DES COTEAUX DU VAL D ARROS;CC des Coteaux du Val d'Arros;CC DES COTEAUX DU VAL D'ARROS;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200070811;200070811;0;Communauté de communes Pyrénées Vallées des Gaves;COMMUNAUTE DE COMMUNES PYRENEES VALLEES DES GAVES;CC Pyrénées Vallées des Gaves;CC PYRENEES VALLEES DES GAVES;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200070829;200070829;0;Communauté de communes Neste Barousse;COMMUNAUTE DE COMMUNES NESTE BAROUSSE;CC Neste Barousse;CC NESTE BAROUSSE;CC;Communauté de communes;0;3;Rural;76;65;65-HPy;OCC/65-HPy
200070845;200070845;0;Communauté de communes Orne Lorraine Confluences;COMMUNAUTE DE COMMUNES ORNE LORRAINE CONFLUENCES;CC Orne Lorraine Confluences;CC ORNE LORRAINE CONFLUENCES;CC;Communauté de communes;0;2;Urbain intermédiaire;44;54;54-MeM;GES/54-MeM
200070852;200070852;0;Communauté de communes Usses et Rhône;COMMUNAUTE DE COMMUNES USSES ET RHONE;CC Usses et Rhône;CC USSES ET RHONE;CC;Communauté de communes;0;3;Rural;84;74;74-HSv;ARA/74-HSv
200070894;200070894;0;Communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges;COMMUNAUTE DE COMMUNES DE GEVREY CHAMBERTIN ET DE NUITS SAINT GEORGES;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;CC DE GEVREY-CHAMBERTIN ET DE NUITS-SAINT-GEORGES;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200070902;200070902;0;Communauté de communes Auxonne Pontailler Val de Saône;COMMUNAUTE DE COMMUNES AUXONNE PONTAILLER VAL DE SAONE;CC Auxonne Pontailler Val de Saône;CC AUXONNE PONTAILLER VAL DE SAONE;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200070910;200070910;0;Communauté de communes Tille et Venelle;COMMUNAUTE DE COMMUNES TILLE ET VENELLE;CC Tille et Venelle;CC TILLE ET VENELLE;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200070928;200070928;0;Communauté de communes Terre de Picardie;COMMUNAUTE DE COMMUNES TERRE DE PICARDIE;CC Terre de Picardie;CC TERRE DE PICARDIE;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070936;200070936;0;Communauté de communes Ponthieu-Marquenterre;COMMUNAUTE DE COMMUNES PONTHIEU MARQUENTERRE;CC Ponthieu-Marquenterre;CC PONTHIEU-MARQUENTERRE;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070944;200070944;0;Communauté de communes du Vimeu;COMMUNAUTE DE COMMUNES DU VIMEU;CC du Vimeu;CC DU VIMEU;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070951;200070951;0;Communauté de communes du Territoire Nord Picardie;COMMUNAUTE DE COMMUNES DU TERRITOIRE NORD PICARDIE;CC du Territoire Nord Picardie;CC DU TERRITOIRE NORD PICARDIE;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070969;200070969;0;Communauté de communes Avre Luce Noye;COMMUNAUTE DE COMMUNES AVRE LUCE NOYE;CC Avre Luce Noye;CC AVRE LUCE NOYE;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070977;200070977;0;Communauté de communes du Grand Roye;COMMUNAUTE DE COMMUNES DU GRAND ROYE;CC du Grand Roye;CC DU GRAND ROYE;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070985;200070985;0;Communauté de communes de l'Est de la Somme;COMMUNAUTE DE COMMUNES DE L EST DE LA SOMME;CC de l'Est de la Somme;CC DE L'EST DE LA SOMME;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200070993;200070993;0;Communauté d'agglomération de la Baie de Somme;COMMUNAUTE D AGGLOMERATION DE LA BAIE DE SOMME;CA de la Baie de Somme;CA DE LA BAIE DE SOMME;CA;Communauté d'agglomération;0;3;Rural;32;80;80-Som;HDF/80-Som
200071017;200071017;0;Communauté de communes des Terres d'Auxois;COMMUNAUTE DE COMMUNES DES TERRES D AUXOIS;CC des Terres d'Auxois;CC DES TERRES D'AUXOIS;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200071025;200071025;0;Communauté de communes Haute-Provence-Pays de Banon;COMMUNAUTE DE COMMUNES HAUTE PROVENCE PAYS DE BANON;CC Haute-Provence-Pays de Banon;CC HAUTE-PROVENCE-PAYS DE BANON;CC;Communauté de communes;0;3;Rural;93;04;04-AHP;PACA/04-AHP
200071033;200071033;0;Communauté de communes Jabron-Lure-Vançon-Durance;COMMUNAUTE DE COMMUNES JABRON LURE VANCON DURANCE;CC Jabron-Lure-Vançon-Durance;CC JABRON-LURE-VANCON-DURANCE;CC;Communauté de communes;0;3;Rural;93;04;04-AHP;PACA/04-AHP
200071041;200071041;0;Communauté de communes du Chaourçois et du Val d'Armance;COMMUNAUTE DE COMMUNES DU CHAOURCOIS ET DU VAL D ARMANCE;CC du Chaourçois et du Val d'Armance;CC DU CHAOURCOIS ET DU VAL D'ARMANCE;CC;Communauté de communes;0;3;Rural;44;10;10-Aub;GES/10-Aub
200071058;200071058;0;Communauté de communes Les Avant-Monts;COMMUNAUTE DE COMMUNES LES AVANT MONTS;CC Les Avant-Monts;CC LES AVANT-MONTS;CC;Communauté de communes;0;3;Rural;76;34;34-Hér;OCC/34-Hér
200071066;200071066;0;Communauté d'agglomération de Saint-Dié-des-Vosges;COMMUNAUTE D AGGLOMERATION DE SAINT DIE DES VOSGES;CA de Saint-Dié-des-Vosges;CA DE SAINT-DIE-DES-VOSGES;CA;Communauté d'agglomération;0;3;Rural;44;88;88-Vos;GES/88-Vos
200071074;200071074;0;Communauté de communes Les Portes de l'Ile de France;COMMUNAUTE DE COMMUNES LES PORTES DE L ILE DE FRANCE;CC Les Portes de l'Ile de France;CC LES PORTES DE L'ILE DE FRANCE;CC;Communauté de communes;0;3;Rural;11;78;78-Yve;IDF/78-Yve
200071082;200071082;0;Communauté d'agglomération Montluçon Communauté;COMMUNAUTE D AGGLOMERATION MONTLUCON COMMUNAUTE;CA Montluçon Communauté;CA MONTLUCON COMMUNAUTE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;03;03-All;ARA/03-All
200071116;200071116;0;Communauté d'agglomération ECLA  (Espace Communautaire Lons Agglomération);COMMUNAUTE D AGGLOMERATION ECLA (ESPACE COMMUNAUTAIRE LONS AGGLOMERATION);CA ECLA  (Espace Communautaire Lons Agglomération);CA ECLA  (ESPACE COMMUNAUTAIRE LONS AGGLOMERATION);CA;Communauté d'agglomération;0;2;Urbain intermédiaire;27;39;39-Jur;BFC/39-Jur
200071140;200071140;0;Communauté d'agglomération Moulins Communauté;COMMUNAUTE D AGGLOMERATION MOULINS COMMUNAUTE;CA Moulins Communauté;CA MOULINS COMMUNAUTE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;03;03-All;ARA/03-All
200071165;200071165;0;Communauté d'agglomération Les Sables d'Olonne Agglomération;COMMUNAUTE D AGGLOMERATION LES SABLES D OLONNE AGGLOMERATION;CA Les Sables d'Olonne Agglomération;CA LES SABLES D'OLONNE AGGLOMERATION;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;52;85;85-Ven;PDL/85-Ven
200071173;200071173;0;Communauté de communes du Pays Arnay Liernais;COMMUNAUTE DE COMMUNES DU PAYS ARNAY LIERNAIS;CC du Pays Arnay Liernais;CC DU PAYS ARNAY LIERNAIS;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200071181;200071181;0;Communauté de communes Somme Sud-Ouest;COMMUNAUTE DE COMMUNES SOMME SUD OUEST;CC Somme Sud-Ouest;CC SOMME SUD-OUEST;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200071199;200071199;0;Communauté de communes Plaine Limagne;COMMUNAUTE DE COMMUNES PLAINE LIMAGNE;CC Plaine Limagne;CC PLAINE LIMAGNE;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200071207;200071207;0;Communauté de communes de Pouilly-en-Auxois/Bligny-sur-Ouche;COMMUNAUTE DE COMMUNES DE POUILLY EN AUXOIS/BLIGNY SUR OUCHE;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;CC DE POUILLY-EN-AUXOIS/BLIGNY-SUR-OUCHE;CC;Communauté de communes;0;3;Rural;27;21;21-CdO;BFC/21-CdO
200071215;200071215;0;Communauté de communes Chavanon Combrailles et Volcans;COMMUNAUTE DE COMMUNES CHAVANON COMBRAILLES ET VOLCANS;CC Chavanon Combrailles et Volcans;CC CHAVANON COMBRAILLES ET VOLCANS;CC;Communauté de communes;0;3;Rural;84;63;63-PdD;ARA/63-PdD
200071223;200071223;0;Communauté de communes Nièvre et Somme;COMMUNAUTE DE COMMUNES NIEVRE ET SOMME;CC Nièvre et Somme;CC NIEVRE ET SOMME;CC;Communauté de communes;0;3;Rural;32;80;80-Som;HDF/80-Som
200071298;200071298;0;Communauté de communes des Terres du Lauragais;COMMUNAUTE DE COMMUNES DES TERRES DU LAURAGAIS;CC des Terres du Lauragais;CC DES TERRES DU LAURAGAIS;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200071314;200071314;0;Communauté de communes des Hauts-Tolosans;COMMUNAUTE DE COMMUNES DES HAUTS TOLOSANS;CC des Hauts-Tolosans;CC DES HAUTS-TOLOSANS;CC;Communauté de communes;0;3;Rural;76;31;31-HGa;OCC/31-HGa
200071363;200071363;0;Communauté d'agglomération Vichy Communauté;COMMUNAUTE D AGGLOMERATION VICHY COMMUNAUTE;CA Vichy Communauté;CA VICHY COMMUNAUTE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;84;03;03-All;ARA/03-All
200071371;200071371;0;Communauté de communes Bresse et Saône;COMMUNAUTE DE COMMUNES BRESSE ET SAONE;CC Bresse et Saône;CC BRESSE ET SAONE;CC;Communauté de communes;0;3;Rural;84;01;01-Ain;ARA/01-Ain
200071389;200071389;0;Communauté de communes Saint-Pourçain Sioule Limagne;COMMUNAUTE DE COMMUNES SAINT POURCAIN SIOULE LIMAGNE;CC Saint-Pourçain Sioule Limagne;CC SAINT-POURCAIN SIOULE LIMAGNE;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
200071405;200071405;0;Communauté de communes Ardèche Rhône Coiron;COMMUNAUTE DE COMMUNES ARDECHE RHONE COIRON;CC Ardèche Rhône Coiron;CC ARDECHE RHONE COIRON;CC;Communauté de communes;0;3;Rural;84;07;07-Ard;ARA/07-Ard
200071413;200071413;0;Communauté d'agglomération Privas Centre Ardèche;COMMUNAUTE D AGGLOMERATION PRIVAS CENTRE ARDECHE;CA Privas Centre Ardèche;CA PRIVAS CENTRE ARDECHE;CA;Communauté d'agglomération;0;3;Rural;84;07;07-Ard;ARA/07-Ard
200071454;200071454;0;Communauté d'agglomération Evreux Portes de Normandie;COMMUNAUTE D AGGLOMERATION EVREUX PORTES DE NORMANDIE;CA Evreux Portes de Normandie;CA EVREUX PORTES DE NORMANDIE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;28;27;27-Eur;NOR/27-Eur
200071470;200071470;0;Communauté de communes Entr'Allier Besbre et Loire;COMMUNAUTE DE COMMUNES ENTR ALLIER BESBRE ET LOIRE;CC Entr'Allier Besbre et Loire;CC ENTR'ALLIER BESBRE ET LOIRE;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
200071496;200071496;0;Communauté de communes du Bocage Bourbonnais;COMMUNAUTE DE COMMUNES DU BOCAGE BOURBONNAIS;CC du Bocage Bourbonnais;CC DU BOCAGE BOURBONNAIS;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
200071504;200071504;0;Communauté de communes des Collines du Perche Normand;COMMUNAUTE DE COMMUNES DES COLLINES DU PERCHE NORMAND;CC des Collines du Perche Normand;CC DES COLLINES DU PERCHE NORMAND;CC;Communauté de communes;0;3;Rural;28;61;61-Orn;NOR/61-Orn
200071512;200071512;0;Communauté de communes Commentry Montmarault Néris Communauté;COMMUNAUTE DE COMMUNES COMMENTRY MONTMARAULT NERIS COMMUNAUTE;CC Commentry Montmarault Néris Communauté;CC COMMENTRY MONTMARAULT NERIS COMMUNAUTE;CC;Communauté de communes;0;3;Rural;84;03;03-All;ARA/03-All
200071520;200071520;0;Communauté de communes Domfront Tinchebray Interco;COMMUNAUTE DE COMMUNES DOMFRONT TINCHEBRAY INTERCO;CC Domfront Tinchebray Interco;CC DOMFRONT TINCHEBRAY INTERCO;CC;Communauté de communes;0;3;Rural;28;61;61-Orn;NOR/61-Orn
200071538;200071538;0;Communauté de communes Terres de Bresse;COMMUNAUTE DE COMMUNES TERRES DE BRESSE;CC Terres de Bresse;CC TERRES DE BRESSE;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200071546;200071546;0;Communauté de communes Sud Retz Atlantique;COMMUNAUTE DE COMMUNES SUD RETZ ATLANTIQUE;CC Sud Retz Atlantique;CC SUD RETZ ATLANTIQUE;CC;Communauté de communes;0;3;Rural;52;44;44-LoA;PDL/44-LoA
200071553;200071553;0;Communauté de communes Loire Layon Aubance;COMMUNAUTE DE COMMUNES LOIRE LAYON AUBANCE;CC Loire Layon Aubance;CC LOIRE LAYON AUBANCE;CC;Communauté de communes;0;3;Rural;52;49;49-MeL;PDL/49-MeL
200071579;200071579;0;Communauté de communes Bresse Louhannaise Intercom';COMMUNAUTE DE COMMUNES BRESSE LOUHANNAISE INTERCOM;CC Bresse Louhannaise Intercom';CC BRESSE LOUHANNAISE INTERCOM';CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200071587;200071587;0;Communauté de communes Loches Sud Touraine;COMMUNAUTE DE COMMUNES LOCHES SUD TOURAINE;CC Loches Sud Touraine;CC LOCHES SUD TOURAINE;CC;Communauté de communes;0;3;Rural;24;37;37-IeL;CVL/37-IeL
200071595;200071595;0;Communauté de communes Arbois, Poligny, Salins, Cœur du Jura;COMMUNAUTE DE COMMUNES ARBOIS, POLIGNY, SALINS, CŒUR DU JURA;CC Arbois, Poligny, Salins, Cœur du Jura;CC ARBOIS, POLIGNY, SALINS, CŒUR DU JURA;CC;Communauté de communes;0;3;Rural;27;39;39-Jur;BFC/39-Jur
200071629;200071629;0;Communauté de communes Challans-Gois Communauté;COMMUNAUTE DE COMMUNES CHALLANS GOIS COMMUNAUTE;CC Challans-Gois Communauté;CC CHALLANS-GOIS COMMUNAUTE;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200071645;200071645;0;Communauté de communes Saint Cyr Mère Boitier entre Charolais et Mâconnais;COMMUNAUTE DE COMMUNES SAINT CYR MERE BOITIER ENTRE CHAROLAIS ET MACONNAIS;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;CC SAINT CYR MERE BOITIER ENTRE CHAROLAIS ET MACONNAIS;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200071652;200071652;0;Communauté de communes du Pays Fertois et du Bocage Carrougien;COMMUNAUTE DE COMMUNES DU PAYS FERTOIS ET DU BOCAGE CARROUGIEN;CC du Pays Fertois et du Bocage Carrougien;CC DU PAYS FERTOIS ET DU BOCAGE CARROUGIEN;CC;Communauté de communes;0;3;Rural;28;61;61-Orn;NOR/61-Orn
200071678;200071678;0;Communauté d'agglomération Cholet Agglomération;COMMUNAUTE D AGGLOMERATION CHOLET AGGLOMERATION;CA Cholet Agglomération;CA CHOLET AGGLOMERATION;CA;Communauté d'agglomération;0;3;Rural;52;49;49-MeL;PDL/49-MeL
200071751;200071751;0;Communauté d'agglomération du Bassin de Bourg-en-Bresse;COMMUNAUTE D AGGLOMERATION DU BASSIN DE BOURG EN BRESSE;CA du Bassin de Bourg-en-Bresse;CA DU BASSIN DE BOURG-EN-BRESSE;CA;Communauté d'agglomération;0;3;Rural;84;01;01-Ain;ARA/01-Ain
200071769;200071769;0;Communauté de communes Picardie des Châteaux;COMMUNAUTE DE COMMUNES PICARDIE DES CHATEAUX;CC Picardie des Châteaux;CC PICARDIE DES CHATEAUX;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
200071777;200071777;0;Communauté de communes d'Arcis, Mailly, Ramerupt;COMMUNAUTE DE COMMUNES D ARCIS, MAILLY, RAMERUPT;CC d'Arcis, Mailly, Ramerupt;CC D'ARCIS, MAILLY, RAMERUPT;CC;Communauté de communes;0;3;Rural;44;10;10-Aub;GES/10-Aub
200071785;200071785;0;Communauté d'agglomération Chauny-Tergnier-La Fère;COMMUNAUTE D AGGLOMERATION CHAUNY TERGNIER LA FERE;CA Chauny-Tergnier-La Fère;CA CHAUNY-TERGNIER-LA FERE;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;02;02-Ais;HDF/02-Ais
200071819;200071819;0;Communauté de communes du Périgord Nontronnais;COMMUNAUTE DE COMMUNES DU PERIGORD NONTRONNAIS;CC du Périgord Nontronnais;CC DU PERIGORD NONTRONNAIS;CC;Communauté de communes;0;3;Rural;75;24;24-Dor;NAQ/24-Dor
200071827;200071827;0;Communauté d'agglomération du Grand Angoulême;COMMUNAUTE D AGGLOMERATION DU GRAND ANGOULEME;CA du Grand Angoulême;CA DU GRAND ANGOULEME;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;75;16;16-Cha;NAQ/16-Cha
200071843;200071843;0;Communauté de communes du Vexin Normand;COMMUNAUTE DE COMMUNES DU VEXIN NORMAND;CC du Vexin Normand;CC DU VEXIN NORMAND;CC;Communauté de communes;0;3;Rural;28;27;27-Eur;NOR/27-Eur
200071850;200071850;0;Communauté de communes du Pithiverais-Gâtinais;COMMUNAUTE DE COMMUNES DU PITHIVERAIS GATINAIS;CC du Pithiverais-Gâtinais;CC DU PITHIVERAIS-GATINAIS;CC;Communauté de communes;0;3;Rural;24;45;45-Lot;CVL/45-Lot
200071868;200071868;0;Communauté de communes des Vallées du Haut-Anjou;COMMUNAUTE DE COMMUNES DES VALLEES DU HAUT ANJOU;CC des Vallées du Haut-Anjou;CC DES VALLEES DU HAUT-ANJOU;CC;Communauté de communes;0;3;Rural;52;49;49-MeL;PDL/49-MeL
200071876;200071876;0;Communauté d'agglomération Saumur Val de Loire;COMMUNAUTE D AGGLOMERATION SAUMUR VAL DE LOIRE;CA Saumur Val de Loire;CA SAUMUR VAL DE LOIRE;CA;Communauté d'agglomération;0;3;Rural;52;49;49-MeL;PDL/49-MeL
200071884;200071884;0;Communauté de communes Le Grand Charolais;COMMUNAUTE DE COMMUNES LE GRAND CHAROLAIS;CC Le Grand Charolais;CC LE GRAND CHAROLAIS;CC;Communauté de communes;0;3;Rural;27;71;71-SeL;BFC/71-SeL
200071892;200071892;0;Communauté d'agglomération du Saint-Quentinois;COMMUNAUTE D AGGLOMERATION DU SAINT QUENTINOIS;CA du Saint-Quentinois;CA DU SAINT-QUENTINOIS;CA;Communauté d'agglomération;0;2;Urbain intermédiaire;32;02;02-Ais;HDF/02-Ais
200071900;200071900;0;Communauté de communes Vendée Grand Littoral;COMMUNAUTE DE COMMUNES VENDEE GRAND LITTORAL;CC Vendée Grand Littoral;CC VENDEE GRAND LITTORAL;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200071918;200071918;0;Communauté de communes du Pays de Saint-Fulgent - Les Essarts;COMMUNAUTE DE COMMUNES DU PAYS DE SAINT FULGENT LES ESSARTS;CC du Pays de Saint-Fulgent - Les Essarts;CC DU PAYS DE SAINT-FULGENT - LES ESSARTS;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200071926;200071926;0;Communauté de communes du Limouxin;COMMUNAUTE DE COMMUNES DU LIMOUXIN;CC du Limouxin;CC DU LIMOUXIN;CC;Communauté de communes;0;3;Rural;76;11;11-Aud;OCC/11-Aud
200071934;200071934;0;Communauté de communes Pays de Fontenay-Vendée;COMMUNAUTE DE COMMUNES PAYS DE FONTENAY VENDEE;CC Pays de Fontenay-Vendée;CC PAYS DE FONTENAY-VENDEE;CC;Communauté de communes;0;3;Rural;52;85;85-Ven;PDL/85-Ven
200071942;200071942;0;Communauté de communes Haut Limousin en Marche;COMMUNAUTE DE COMMUNES HAUT LIMOUSIN EN MARCHE;CC Haut Limousin en Marche;CC HAUT LIMOUSIN EN MARCHE;CC;Communauté de communes;0;3;Rural;75;87;87-HVi;NAQ/87-HVi
200071967;200071967;0;Communauté de communes Pays d'Évian Vallée d'Abondance;COMMUNAUTE DE COMMUNES PAYS D EVIAN VALLEE D ABONDANCE;CC Pays d'Évian Vallée d'Abondance;CC PAYS D'EVIAN VALLEE D'ABONDANCE;CC;Communauté de communes;0;2;Urbain intermédiaire;84;74;74-HSv;ARA/74-HSv
200071983;200071983;0;Communauté de communes Thiérache Sambre et Oise;COMMUNAUTE DE COMMUNES THIERACHE SAMBRE ET OISE;CC Thiérache Sambre et Oise;CC THIERACHE SAMBRE ET OISE;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
200071991;200071991;0;Communauté de communes Retz-en-Valois;COMMUNAUTE DE COMMUNES RETZ EN VALOIS;CC Retz-en-Valois;CC RETZ-EN-VALOIS;CC;Communauté de communes;0;3;Rural;32;02;02-Ais;HDF/02-Ais
200072007;200072007;0;Communauté de communes de la Montagne d'Ardèche;COMMUNAUTE DE COMMUNES DE LA MONTAGNE D ARDECHE;CC de la Montagne d'Ardèche;CC DE LA MONTAGNE D'ARDECHE;CC;Communauté de communes;0;3;Rural;84;07;07-Ard;ARA/07-Ard
