"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"176";"Montceau-les-Mines";"MONTCEAU LES MINES";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";21;"Aire de 50 000 à moins de 75 000 habitants";"AIRE DE 50 000 A MOINS DE 75 000 HABITANTS";22;2;"27";"71";"71-SeL";"BFC/71-SeL"
"177";"Bar-le-Duc";"BAR LE DUC";2;"Aire de 50 000 à moins de 200 000 habitants";"AIRE DE 50 000 A MOINS DE 200 000 HABITANTS";21;"Aire de 50 000 à moins de 75 000 habitants";"AIRE DE 50 000 A MOINS DE 75 000 HABITANTS";86;3;"44";"55";"55-Meu";"GES/55-Meu"
"178";"Saint-Avold (partie française)";"SAINT AVOLD (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";28;2;"44";"57";"57-Mos";"GES/57-Mos"
"179";"Guéret";"GUERET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";71;3;"75";"23";"23-Cre";"NAQ/23-Cre"
"180";"Challans";"CHALLANS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";12;3;"52";"85";"85-Ven";"PDL/85-Ven"
"181";"Pontarlier";"PONTARLIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";50;3;"27";"25";"25-Dou";"BFC/25-Dou"
"182";"Vendôme";"VENDOME";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";57;3;"24";"41";"41-LeC";"CVL/41-LeC"
"183";"Le Creusot";"LE CREUSOT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";22;2;"27";"71";"71-SeL";"BFC/71-SeL"
"184";"Longwy";"LONGWY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";23;2;"44";"54";"54-MeM";"GES/54-MeM"
"185";"Bagnols-sur-Cèze";"BAGNOLS SUR CEZE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";30;3;"76";"30";"30-Gar";"OCC/30-Gar"
"186";"Granville";"GRANVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";34;3;"28";"50";"50-Man";"NOR/50-Man"
"187";"Dinan";"DINAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";25;3;"53";"22";"22-CdA";"BRE/22-CdA"
"188";"Redon";"REDON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";22;3;"53";"56";"56-Mor";"BRE/56-Mor"
"189";"Bressuire";"BRESSUIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";19;3;"75";"79";"79-DSè";"NAQ/79-DSè"
"190";"Pierrelatte";"PIERRELATTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";17;2;"84";"26";"26-Drô";"ARA/26-Drô"
"191";"Sablé-sur-Sarthe";"SABLE SUR SARTHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";39;3;"52";"72";"72-Sar";"PDL/72-Sar"
"192";"Saint-Hilaire-de-Riez";"SAINT HILAIRE DE RIEZ";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";13;3;"52";"85";"85-Ven";"PDL/85-Ven"
"193";"Verdun";"VERDUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";103;2;"44";"55";"55-Meu";"GES/55-Meu"
"194";"Issoire";"ISSOIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";53;3;"84";"63";"63-PdD";"ARA/63-PdD"
"195";"Saint-Gaudens";"SAINT GAUDENS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";85;3;"76";"31";"31-HGa";"OCC/31-HGa"
"196";"Gien";"GIEN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";29;3;"24";"45";"45-Lot";"CVL/45-Lot"
"197";"Forbach (partie française)";"FORBACH (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";10;2;"44";"57";"57-Mos";"GES/57-Mos"
"198";"Vire Normandie";"VIRE NORMANDIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";20;3;"28";"14";"14-Cal";"NOR/14-Cal"
"199";"Pamiers";"PAMIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";52;2;"76";"09";"09-Ari";"OCC/09-Ari"
"200";"Sète";"SETE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";1;2;"76";"34";"34-Hér";"OCC/34-Hér"
"201";"Cavaillon";"CAVAILLON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";6;2;"93";"84";"84-Vau";"PACA/84-Vau"
"202";"Montaigu-Vendée";"MONTAIGU VENDEE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";8;3;"52";"85";"85-Ven";"PDL/85-Ven"
"203";"Romorantin-Lanthenay";"ROMORANTIN LANTHENAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";29;3;"24";"41";"41-LeC";"CVL/41-LeC"
"204";"Fontenay-le-Comte";"FONTENAY LE COMTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";30;3;"52";"85";"85-Ven";"PDL/85-Ven"
"205";"Coutances";"COUTANCES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";37;3;"28";"50";"50-Man";"NOR/50-Man"
"206";"Tulle";"TULLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";43;3;"75";"19";"19-Cor";"NAQ/19-Cor"
"207";"Pontivy";"PONTIVY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";16;3;"53";"56";"56-Mor";"BRE/56-Mor"
"208";"Vierzon";"VIERZON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";20;2;"24";"18";"18-Che";"CVL/18-Che"
"209";"Château-Thierry";"CHATEAU THIERRY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";52;2;"32";"02";"02-Ais";"HDF/02-Ais"
"210";"Montbrison";"MONTBRISON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";27;2;"84";"42";"42-Loi";"ARA/42-Loi"
"211";"Arcachon - La Teste-de-Buch";"ARCACHON LA TESTE DE BUCH";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";2;2;"75";"33";"33-Gir";"NAQ/33-Gir"
"212";"Chemillé-en-Anjou";"CHEMILLE EN ANJOU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";2;3;"52";"49";"49-MeL";"PDL/49-MeL"
"213";"Brignoles";"BRIGNOLES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";10;2;"93";"83";"83-Var";"PACA/83-Var"
"214";"Quimperlé";"QUIMPERLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";11;3;"53";"29";"29-Fin";"BRE/29-Fin"
"215";"Argentan";"ARGENTAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";50;3;"28";"61";"61-Orn";"NOR/61-Orn"
"216";"Sedan";"SEDAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";31;2;"44";"08";"08-Ard";"GES/08-Ard"
"217";"Thouars";"THOUARS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";26;3;"75";"79";"79-DSè";"NAQ/79-DSè"
"218";"Vitry-le-François";"VITRY LE FRANCOIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";73;3;"44";"51";"51-Mar";"GES/51-Mar"
"219";"Mayenne";"MAYENNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";27;3;"52";"53";"53-May";"PDL/53-May"
"220";"Fécamp";"FECAMP";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";26;2;"28";"76";"76-SMa";"NOR/76-SMa"
"221";"Noeux-les-Mines";"NOEUX LES MINES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";8;2;"32";"62";"62-PdC";"HDF/62-PdC"
"222";"Beaucaire";"BEAUCAIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";5;2;"93";"13";"13-BdR";"PACA/13-BdR"
"223";"Châteaudun";"CHATEAUDUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";25;3;"24";"28";"28-EeL";"CVL/28-EeL"
"224";"Millau";"MILLAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";23;2;"76";"12";"12-Ave";"OCC/12-Ave"
"225";"Thiers";"THIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";19;3;"84";"63";"63-PdD";"ARA/63-PdD"
"226";"Figeac";"FIGEAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";59;3;"76";"46";"46-Lot";"OCC/46-Lot"
"227";"La Ferté-Bernard";"LA FERTE BERNARD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";37;3;"52";"72";"72-Sar";"PDL/72-Sar"
"228";"Châteaubriant";"CHATEAUBRIANT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";20;3;"52";"44";"44-LoA";"PDL/44-LoA"
"229";"Loudéac";"LOUDEAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";21;3;"53";"22";"22-CdA";"BRE/22-CdA"
"230";"Bernay";"BERNAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";36;3;"28";"27";"27-Eur";"NOR/27-Eur"
"231";"Pornic";"PORNIC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";7;2;"52";"44";"44-LoA";"PDL/44-LoA"
"232";"Caudry";"CAUDRY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";17;2;"32";"59";"59-Nor";"HDF/59-Nor"
"233";"Sarlat-la-Canéda";"SARLAT LA CANEDA";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";45;3;"75";"24";"24-Dor";"NAQ/24-Dor"
"234";"Avranches";"AVRANCHES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";32;3;"28";"50";"50-Man";"NOR/50-Man"
"235";"Berck";"BERCK";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";19;2;"32";"62";"62-PdC";"HDF/62-PdC"
"236";"Hazebrouck";"HAZEBROUCK";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";11;2;"32";"59";"59-Nor";"HDF/59-Nor"
"237";"Pont-Audemer";"PONT AUDEMER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";34;3;"28";"27";"27-Eur";"NOR/27-Eur"
"238";"Trouville-sur-Mer";"TROUVILLE SUR MER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";35;3;"28";"14";"14-Cal";"NOR/14-Cal"
"239";"Autun";"AUTUN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";42;3;"27";"71";"71-SeL";"BFC/71-SeL"
"240";"Remiremont";"REMIREMONT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";12;3;"44";"88";"88-Vos";"GES/88-Vos"
"241";"Parthenay";"PARTHENAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";26;3;"75";"79";"79-DSè";"NAQ/79-DSè"
"242";"Noyon";"NOYON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";38;3;"32";"60";"60-Ois";"HDF/60-Ois"
"243";"Ambérieu-en-Bugey";"AMBERIEU EN BUGEY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";15;2;"84";"01";"01-Ain";"ARA/01-Ain"
"244";"Château-Gontier-sur-Mayenne";"CHATEAU GONTIER SUR MAYENNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";19;3;"52";"53";"53-May";"PDL/53-May"
"245";"Villefranche-de-Rouergue";"VILLEFRANCHE DE ROUERGUE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";34;3;"76";"12";"12-Ave";"OCC/12-Ave"
"246";"Friville-Escarbotin";"FRIVILLE ESCARBOTIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";33;3;"32";"80";"80-Som";"HDF/80-Som"
"247";"Étaples - Le Touquet-Paris-Plage";"ETAPLES LE TOUQUET PARIS PLAGE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";21;2;"32";"62";"62-PdC";"HDF/62-PdC"
"248";"Eu";"EU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";26;3;"28";"76";"76-SMa";"NOR/76-SMa"
"249";"Sallanches";"SALLANCHES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";4;2;"84";"74";"74-HSv";"ARA/74-HSv"
"250";"Val de Briey";"VAL DE BRIEY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";14;"Aire de 30 000 à moins de 50 000 habitants";"AIRE DE 30 000 A MOINS DE 50 000 HABITANTS";14;2;"44";"54";"54-MeM";"GES/54-MeM"
"251";"Digne-les-Bains";"DIGNE LES BAINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";34;2;"93";"04";"04-AHP";"PACA/04-AHP"
"252";"Nogent-le-Rotrou";"NOGENT LE ROTROU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";25;3;"24";"28";"28-EeL";"CVL/28-EeL"
"253";"Oloron-Sainte-Marie";"OLORON SAINTE MARIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";44;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"254";"Cosne-Cours-sur-Loire";"COSNE COURS SUR LOIRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";30;3;"27";"58";"58-Niè";"BFC/58-Niè"
"255";"Ploërmel";"PLOERMEL";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";19;3;"53";"56";"56-Mor";"BRE/56-Mor"
"256";"Bruay-la-Buissière";"BRUAY LA BUISSIERE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";2;2;"32";"62";"62-PdC";"HDF/62-PdC"
"257";"Guingamp";"GUINGAMP";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";15;2;"53";"22";"22-CdA";"BRE/22-CdA"
"258";"Segré-en-Anjou Bleu";"SEGRE EN ANJOU BLEU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";6;3;"52";"49";"49-MeL";"PDL/49-MeL"
"259";"Luxeuil-les-Bains";"LUXEUIL LES BAINS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";41;3;"27";"70";"70-HSa";"BFC/70-HSa"
"260";"Langres";"LANGRES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";77;3;"44";"52";"52-HMa";"GES/52-HMa"
"261";"Hendaye (partie française)";"HENDAYE (PARTIE FRANCAISE)";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";3;1;"75";"64";"64-PyA";"NAQ/64-PyA"
"262";"L'Aigle";"L AIGLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";32;3;"28";"61";"61-Orn";"NOR/61-Orn"
"263";"Aire-sur-la-Lys";"AIRE SUR LA LYS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";15;2;"32";"62";"62-PdC";"HDF/62-PdC"
"264";"Romilly-sur-Seine";"ROMILLY SUR SEINE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";26;2;"44";"10";"10-Aub";"GES/10-Aub"
"265";"Bayeux";"BAYEUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";13;"Aire de 20 000 à moins de 30 000 habitants";"AIRE DE 20 000 A MOINS DE 30 000 HABITANTS";29;3;"28";"14";"14-Cal";"NOR/14-Cal"
