"AAV2020";"AAV2020lib";"AAV2020libNCC";"TAAV2017";"TAAV2017lib";"TAAV2017libNCC";"TDAAV2017";"TDAAV2017lib";"TDAAV2017libNCC";"NB_COM";"dens3";"REG_dom";"DEP_dom";"DEPshort_dom";"regdep"
"447";"La Châtaigneraie";"LA CHATAIGNERAIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";10;3;"52";"85";"85-Ven";"PDL/85-Ven"
"448";"Mirecourt";"MIRECOURT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";33;3;"44";"88";"88-Vos";"GES/88-Vos"
"449";"Sainte-Menehould";"SAINTE MENEHOULD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";50;3;"44";"51";"51-Mar";"GES/51-Mar"
"450";"Ham";"HAM";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";13;2;"32";"80";"80-Som";"HDF/80-Som"
"451";"Le Thillot";"LE THILLOT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;2;"44";"88";"88-Vos";"GES/88-Vos"
"452";"La Châtre";"LA CHATRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"24";"36";"36-Ind";"CVL/36-Ind"
"453";"Saint-Jean-de-Monts";"SAINT JEAN DE MONTS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;3;"52";"85";"85-Ven";"PDL/85-Ven"
"454";"Saint-Maixent-l'École";"SAINT MAIXENT L ECOLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";4;2;"75";"79";"79-DSè";"NAQ/79-DSè"
"455";"Mimizan";"MIMIZAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";5;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"456";"Bazas";"BAZAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";18;3;"75";"33";"33-Gir";"NAQ/33-Gir"
"457";"Montrichard Val de Cher";"MONTRICHARD VAL DE CHER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;3;"24";"41";"41-LeC";"CVL/41-LeC"
"458";"Ciboure";"CIBOURE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;2;"75";"64";"64-PyA";"NAQ/64-PyA"
"459";"Saint-Rémy-de-Provence";"SAINT REMY DE PROVENCE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";2;2;"93";"13";"13-BdR";"PACA/13-BdR"
"460";"Saint-Pourçain-sur-Sioule";"SAINT POURCAIN SUR SIOULE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";14;3;"84";"03";"03-All";"ARA/03-All"
"461";"Faulquemont";"FAULQUEMONT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";7;2;"44";"57";"57-Mos";"GES/57-Mos"
"462";"Ernée";"ERNEE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";5;3;"52";"53";"53-May";"PDL/53-May"
"463";"La Londe-les-Maures";"LA LONDE LES MAURES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";1;2;"93";"83";"83-Var";"PACA/83-Var"
"464";"La Tremblade";"LA TREMBLADE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";3;3;"75";"17";"17-ChM";"NAQ/17-ChM"
"465";"Vouziers";"VOUZIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";45;3;"44";"08";"08-Ard";"GES/08-Ard"
"466";"Guise";"GUISE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";21;3;"32";"02";"02-Ais";"HDF/02-Ais"
"467";"Le Vigan";"LE VIGAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";20;3;"76";"30";"30-Gar";"OCC/30-Gar"
"468";"Die";"DIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";27;3;"84";"26";"26-Drô";"ARA/26-Drô"
"469";"Rostrenen";"ROSTRENEN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";10;3;"53";"22";"22-CdA";"BRE/22-CdA"
"470";"Mamers";"MAMERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";12;"Aire de 10 000 à moins de 20 000 habitants";"AIRE DE 10 000 A MOINS DE 20 000 HABITANTS";21;3;"52";"72";"72-Sar";"PDL/72-Sar"
"471";"Bort-les-Orgues";"BORT LES ORGUES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"84";"15";"15-Can";"ARA/15-Can"
"472";"Montdidier";"MONTDIDIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";23;2;"32";"80";"80-Som";"HDF/80-Som"
"473";"Migennes";"MIGENNES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;2;"27";"89";"89-Yon";"BFC/89-Yon"
"474";"La Guerche-de-Bretagne";"LA GUERCHE DE BRETAGNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"53";"35";"35-IeV";"BRE/35-IeV"
"475";"Rambervillers";"RAMBERVILLERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";15;3;"44";"88";"88-Vos";"GES/88-Vos"
"476";"Merville";"MERVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"32";"59";"59-Nor";"HDF/59-Nor"
"477";"Le Mené";"LE MENE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"53";"22";"22-CdA";"BRE/22-CdA"
"478";"Saint-Éloy-les-Mines";"SAINT ELOY LES MINES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";15;3;"84";"63";"63-PdD";"ARA/63-PdD"
"479";"Joinville";"JOINVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";31;3;"44";"52";"52-HMa";"GES/52-HMa"
"480";"Les Andelys";"LES ANDELYS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;2;"28";"27";"27-Eur";"NOR/27-Eur"
"481";"Sainte-Marie-aux-Mines";"SAINTE MARIE AUX MINES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"44";"68";"68-HRh";"GES/68-HRh"
"482";"Saint-Valery-en-Caux";"SAINT VALERY EN CAUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";17;3;"28";"76";"76-SMa";"NOR/76-SMa"
"483";"Hagetmau";"HAGETMAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";16;3;"75";"40";"40-Lan";"NAQ/40-Lan"
"484";"Neufchâtel-en-Bray";"NEUFCHATEL EN BRAY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";15;3;"28";"76";"76-SMa";"NOR/76-SMa"
"485";"Mauléon-Licharre";"MAULEON LICHARRE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";21;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"486";"Marvejols";"MARVEJOLS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"76";"48";"48-Loz";"OCC/48-Loz"
"487";"Melle";"MELLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";6;3;"75";"79";"79-DSè";"NAQ/79-DSè"
"488";"Confolens";"CONFOLENS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"75";"16";"16-Cha";"NAQ/16-Cha"
"489";"Le Neubourg";"LE NEUBOURG";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"28";"27";"27-Eur";"NOR/27-Eur"
"490";"Céret";"CERET";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;2;"76";"66";"66-PyO";"OCC/66-PyO"
"491";"Bapaume";"BAPAUME";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";21;3;"32";"62";"62-PdC";"HDF/62-PdC"
"492";"Saint-Tropez";"SAINT TROPEZ";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;3;"93";"83";"83-Var";"PACA/83-Var"
"493";"Villedieu-les-Poêles-Rouffigny";"VILLEDIEU LES POELES ROUFFIGNY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"28";"50";"50-Man";"NOR/50-Man"
"494";"Le Nouvion-en-Thiérache";"LE NOUVION EN THIERACHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"32";"02";"02-Ais";"HDF/02-Ais"
"495";"L'Île-Rousse";"L ILE ROUSSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"94";"2B";"2B-HCo";"COR/2B-HCo"
"496";"Mourenx";"MOURENX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;2;"75";"64";"64-PyA";"NAQ/64-PyA"
"497";"Soustons";"SOUSTONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;2;"75";"40";"40-Lan";"NAQ/40-Lan"
"498";"Craon";"CRAON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";9;3;"52";"53";"53-May";"PDL/53-May"
"499";"Égletons";"EGLETONS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"75";"19";"19-Cor";"NAQ/19-Cor"
"500";"Poligny";"POLIGNY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";21;3;"27";"39";"39-Jur";"BFC/39-Jur"
"501";"Bouzonville";"BOUZONVILLE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"44";"57";"57-Mos";"GES/57-Mos"
"502";"Saint-Palais";"SAINT PALAIS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";25;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"503";"Le Cheylard";"LE CHEYLARD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";20;3;"84";"07";"07-Ard";"ARA/07-Ard"
"504";"Saint-Chamas";"SAINT CHAMAS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"13";"13-BdR";"PACA/13-BdR"
"505";"Lagnieu";"LAGNIEU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;2;"84";"01";"01-Ain";"ARA/01-Ain"
"506";"Gramat";"GRAMAT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";18;3;"76";"46";"46-Lot";"OCC/46-Lot"
"507";"Condé-en-Normandie";"CONDE EN NORMANDIE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"28";"14";"14-Cal";"NOR/14-Cal"
"508";"Farébersviller";"FAREBERSVILLER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";3;2;"44";"57";"57-Mos";"GES/57-Mos"
"509";"Baccarat";"BACCARAT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"44";"54";"54-MeM";"GES/54-MeM"
"510";"Valgelon-La Rochette";"VALGELON LA ROCHETTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"84";"73";"73-Sav";"ARA/73-Sav"
"511";"Bellac";"BELLAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"75";"87";"87-HVi";"NAQ/87-HVi"
"512";"Port-Saint-Louis-du-Rhône";"PORT SAINT LOUIS DU RHONE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"93";"13";"13-BdR";"PACA/13-BdR"
"513";"La Flotte";"LA FLOTTE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;2;"75";"17";"17-ChM";"NAQ/17-ChM"
"514";"Bourbon-Lancy";"BOURBON LANCY";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"27";"71";"71-SeL";"BFC/71-SeL"
"515";"Mauriac";"MAURIAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";16;3;"84";"15";"15-Can";"ARA/15-Can"
"516";"Château-Arnoux-Saint-Auban";"CHATEAU ARNOUX SAINT AUBAN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;2;"93";"04";"04-AHP";"PACA/04-AHP"
"517";"Bitche";"BITCHE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"44";"57";"57-Mos";"GES/57-Mos"
"518";"Argelès-Gazost";"ARGELES GAZOST";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";19;3;"76";"65";"65-HPy";"OCC/65-HPy"
"519";"Casteljaloux";"CASTELJALOUX";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";14;3;"75";"47";"47-LeG";"NAQ/47-LeG"
"520";"Le Pont-de-Beauvoisin";"LE PONT DE BEAUVOISIN";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;2;"84";"38";"38-Isè";"ARA/38-Isè"
"521";"Souillac";"SOUILLAC";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";11;3;"76";"46";"46-Lot";"OCC/46-Lot"
"522";"Forcalquier";"FORCALQUIER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;2;"93";"04";"04-AHP";"PACA/04-AHP"
"523";"Saint-Jean-Pied-de-Port";"SAINT JEAN PIED DE PORT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";22;3;"75";"64";"64-PyA";"NAQ/64-PyA"
"524";"Châtillon-sur-Chalaronne";"CHATILLON SUR CHALARONNE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"84";"01";"01-Ain";"ARA/01-Ain"
"525";"Saint-Méen-le-Grand";"SAINT MEEN LE GRAND";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";4;3;"53";"35";"35-IeV";"BRE/35-IeV"
"526";"Baud";"BAUD";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";2;3;"53";"56";"56-Mor";"BRE/56-Mor"
"527";"Dieuze";"DIEUZE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";31;3;"44";"57";"57-Mos";"GES/57-Mos"
"528";"Espalion";"ESPALION";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"76";"12";"12-Ave";"OCC/12-Ave"
"529";"Bagnères-de-Luchon";"BAGNERES DE LUCHON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";44;3;"76";"31";"31-HGa";"OCC/31-HGa"
"530";"Gannat";"GANNAT";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";8;3;"84";"03";"03-All";"ARA/03-All"
"531";"Châteauneuf-du-Faou";"CHATEAUNEUF DU FAOU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"53";"29";"29-Fin";"BRE/29-Fin"
"532";"Chauffailles";"CHAUFFAILLES";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";9;3;"27";"71";"71-SeL";"BFC/71-SeL"
"533";"Pontorson";"PONTORSON";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";5;3;"28";"50";"50-Man";"NOR/50-Man"
"534";"Brienne-le-Château";"BRIENNE LE CHATEAU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";30;3;"44";"10";"10-Aub";"GES/10-Aub"
"535";"Brou";"BROU";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;3;"24";"28";"28-EeL";"CVL/28-EeL"
"536";"Saint-Vincent-de-Tyrosse";"SAINT VINCENT DE TYROSSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;2;"75";"40";"40-Lan";"NAQ/40-Lan"
"537";"Sarre-Union";"SARRE UNION";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";12;3;"44";"67";"67-BRh";"GES/67-BRh"
"538";"Pluvigner";"PLUVIGNER";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";1;3;"53";"56";"56-Mor";"BRE/56-Mor"
"539";"Argenton-sur-Creuse";"ARGENTON SUR CREUSE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";7;2;"24";"36";"36-Ind";"CVL/36-Ind"
"540";"Propriano";"PROPRIANO";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";13;3;"94";"2A";"2A-CdS";"COR/2A-CdS"
"541";"Morhange";"MORHANGE";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";22;3;"44";"57";"57-Mos";"GES/57-Mos"
"542";"Thiviers";"THIVIERS";1;"Aire de moins de 50 000 habitants";"AIRE DE MOINS DE 50 000 HABITANTS";11;"Aire de moins de 10 000 habitants";"AIRE DE MOINS DE 10 000 HABITANTS";10;3;"75";"24";"24-Dor";"NAQ/24-Dor"
